dol vehicle id,clean_alternative_fuel_vehicle_type,make,model,new_or_used_vehicle,sale_price,dol_transaction_date,transaction_type,transaction_year,electric_vehicle_fee_paid,electric_range,vehicle_primary_use,meets_2019_hb_2042_electric_range_requirement
144712375,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A7,New,80215,March 12 2021,Original Title,2021,Not Applicable,24,Passenger,FALSE
144712375,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A7,New,0,March 12 2021,Original Registration,2021,No,24,Passenger,FALSE
144712375,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A7,Used,0,February 01 2022,Registration Renewal,2022,No,24,Passenger,FALSE
117864876,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,52900,August 12 2020,Original Title,2020,Not Applicable,20,Passenger,FALSE
117864876,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,August 12 2020,Original Registration,2020,No,20,Passenger,FALSE
183284090,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5,New,59595,December 07 2021,Original Title,2021,Not Applicable,23,Passenger,FALSE
125930143,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,August 26 2021,Registration Renewal,2021,Yes,204,Passenger,TRUE
148662461,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,65500,April 19 2022,Transfer Title,2022,Not Applicable,18,Passenger,FALSE
148662461,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,April 19 2022,Registration at time of Transfer,2022,No,18,Passenger,FALSE
154512781,Battery Electric Vehicle (BEV),AUDI,e-tron,New,65900,May 25 2021,Original Title,2021,Not Applicable,0,Passenger,FALSE
154512781,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,May 25 2021,Original Registration,2021,No,0,Passenger,FALSE
143825468,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,25996,February 20 2019,Transfer Title,2019,Not Applicable,16,Passenger,FALSE
143825468,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,February 20 2019,Registration at time of Transfer,2019,No,16,Passenger,FALSE
143825468,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,January 27 2020,Registration Renewal,2020,No,16,Passenger,FALSE
143825468,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,January 14 2021,Registration Renewal,2021,No,16,Passenger,FALSE
143825468,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,January 26 2022,Registration Renewal,2022,No,16,Passenger,FALSE
194297561,Battery Electric Vehicle (BEV),AUDI,e-tron,New,76480,March 08 2022,Original Title,2022,Not Applicable,0,Passenger,FALSE
194297561,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,March 08 2022,Original Registration,2022,No,0,Passenger,FALSE
156685315,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,81601,March 18 2022,Transfer Title,2022,Not Applicable,0,Passenger,FALSE
156685315,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,March 18 2022,Registration at time of Transfer,2022,Yes,0,Passenger,FALSE
216551751,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,August 27 2022,Original Title,2022,Not Applicable,204,Passenger,TRUE
216551751,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,August 27 2022,Original Registration,2022,No,204,Passenger,TRUE
318116172,Battery Electric Vehicle (BEV),AUDI,e-tron,New,74800,August 22 2019,Original Title,2019,Not Applicable,204,Passenger,TRUE
318116172,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,August 22 2019,Original Registration,2019,No,204,Passenger,TRUE
318116172,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,July 13 2020,Registration Renewal,2020,Yes,204,Passenger,TRUE
318116172,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,June 14 2021,Registration Renewal,2021,Yes,204,Passenger,TRUE
318116172,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,June 27 2022,Registration Renewal,2022,Yes,204,Passenger,TRUE
3387814,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,December 18 2019,Original Registration,2019,No,204,Passenger,TRUE
3387814,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,November 07 2020,Registration Renewal,2020,Yes,204,Passenger,TRUE
3387814,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,October 19 2021,Registration Renewal,2021,Yes,204,Passenger,TRUE
104261958,Battery Electric Vehicle (BEV),AUDI,e-tron,New,77410,April 15 2020,Original Title,2020,Not Applicable,204,Passenger,TRUE
104261958,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,April 15 2020,Original Registration,2020,No,204,Passenger,TRUE
148402152,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,55236,March 23 2021,Original Title,2021,Not Applicable,18,Passenger,FALSE
148402152,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,March 23 2021,Original Registration,2021,No,18,Passenger,FALSE
148402152,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,March 02 2022,Registration Renewal,2022,No,18,Passenger,FALSE
8591754,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,56444,February 19 2020,Original Title,2020,Not Applicable,20,Passenger,FALSE
8591754,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,February 19 2020,Original Registration,2020,No,20,Passenger,FALSE
347878219,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,39850,December 20 2016,Original Title,2016,Not Applicable,16,Passenger,FALSE
347878219,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,December 20 2016,Original Registration,2016,No,16,Passenger,FALSE
347878219,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,October 17 2017,Registration Renewal,2017,No,16,Passenger,FALSE
347878219,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,October 16 2018,Registration Renewal,2018,No,16,Passenger,FALSE
347878219,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,October 17 2019,Registration Renewal,2019,No,16,Passenger,FALSE
347878219,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,July 21 2020,Registration Renewal,2020,No,16,Passenger,FALSE
347878219,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,June 29 2021,Registration Renewal,2021,No,16,Passenger,FALSE
347878219,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,June 27 2022,Registration Renewal,2022,No,16,Passenger,FALSE
2736191,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,62880,September 16 2020,Transfer Title,2020,Not Applicable,204,Passenger,TRUE
2736191,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,September 16 2020,Registration at time of Transfer,2020,Yes,204,Passenger,TRUE
151229480,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,19995,April 07 2021,Original Title,2021,Not Applicable,16,Passenger,FALSE
151229480,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,April 07 2021,Original Registration,2021,No,16,Passenger,FALSE
151229480,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,March 15 2022,Registration Renewal,2022,No,16,Passenger,FALSE
103084264,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,19500,April 15 2021,Transfer Title,2021,Not Applicable,16,Passenger,FALSE
103084264,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,April 15 2021,Registration at time of Transfer,2021,No,16,Passenger,FALSE
183359466,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,Used,0,November 03 2022,Registration Renewal,2022,Yes,0,Passenger,FALSE
157464184,Battery Electric Vehicle (BEV),AUDI,e-tron,New,71275,July 01 2021,Original Title,2021,Not Applicable,222,Passenger,TRUE
157464184,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,July 01 2021,Original Registration,2021,No,222,Passenger,TRUE
157464184,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,April 25 2022,Registration Renewal,2022,Yes,222,Passenger,TRUE
212400618,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,September 13 2022,Original Registration,2022,No,204,Passenger,TRUE
212400618,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,72772,September 13 2022,Original Title,2022,Not Applicable,204,Passenger,TRUE
151322930,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,61865,April 06 2021,Original Title,2021,Not Applicable,18,Passenger,FALSE
151322930,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,April 06 2021,Original Registration,2021,No,18,Passenger,FALSE
151322930,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,April 20 2022,Registration Renewal,2022,No,18,Passenger,FALSE
294661307,Battery Electric Vehicle (BEV),AUDI,e-tron,New,59266,May 06 2019,Original Title,2019,Not Applicable,204,Passenger,TRUE
294661307,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,May 06 2019,Original Registration,2019,No,204,Passenger,TRUE
477380172,Battery Electric Vehicle (BEV),AUDI,e-tron,New,61432,July 26 2019,Original Title,2019,Not Applicable,204,Passenger,TRUE
477380172,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,July 26 2019,Original Registration,2019,No,204,Passenger,TRUE
212398994,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,New,1,August 23 2022,Original Title,2022,Not Applicable,0,Passenger,FALSE
212398994,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,New,0,August 23 2022,Original Registration,2022,No,0,Passenger,FALSE
150156009,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,New,54566,March 25 2021,Original Title,2021,Not Applicable,218,Passenger,TRUE
150156009,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,New,0,March 25 2021,Original Registration,2021,No,218,Passenger,TRUE
132157700,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,44971,October 20 2020,Original Title,2020,Not Applicable,20,Passenger,FALSE
132157700,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,October 20 2020,Original Registration,2020,No,20,Passenger,FALSE
110943220,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,46088,June 23 2020,Original Title,2020,Not Applicable,20,Passenger,FALSE
110943220,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,June 23 2020,Original Registration,2020,No,20,Passenger,FALSE
156693176,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,50490,April 27 2021,Original Title,2021,Not Applicable,18,Passenger,FALSE
156693176,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,April 27 2021,Original Registration,2021,No,18,Passenger,FALSE
122344365,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,August 25 2021,Registration Renewal,2021,Yes,204,Passenger,TRUE
122344365,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,October 13 2022,Registration Renewal,2022,Yes,204,Passenger,TRUE
270227184,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,January 16 2018,Registration Renewal,2018,No,16,Passenger,FALSE
271356123,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,April 28 2020,Registration Renewal,2020,Yes,204,Passenger,TRUE
182402167,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,84085,December 03 2021,Original Title,2021,Not Applicable,204,Passenger,TRUE
182402167,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,December 03 2021,Original Registration,2021,No,204,Passenger,TRUE
200491371,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5,New,68020,May 10 2022,Original Title,2022,Not Applicable,23,Passenger,FALSE
200491371,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5,New,0,May 10 2022,Original Registration,2022,No,23,Passenger,FALSE
148793613,Battery Electric Vehicle (BEV),AUDI,e-tron,New,82225,April 28 2021,Original Title,2021,Not Applicable,0,Passenger,FALSE
148793613,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,April 28 2021,Original Registration,2021,No,0,Passenger,FALSE
132834593,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,59999,November 22 2021,Transfer Title,2021,Not Applicable,20,Passenger,FALSE
132834593,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,November 22 2021,Registration at time of Transfer,2021,No,20,Passenger,FALSE
132834593,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,October 20 2022,Registration Renewal,2022,No,20,Passenger,FALSE
9938274,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,53650,March 10 2020,Original Title,2020,Not Applicable,20,Passenger,FALSE
9938274,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,March 10 2020,Original Registration,2020,No,20,Passenger,FALSE
9938274,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,December 29 2020,Registration Renewal,2020,No,20,Passenger,FALSE
9938274,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,January 03 2022,Registration Renewal,2022,No,20,Passenger,FALSE
113044949,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,51299,July 30 2021,Transfer Title,2021,Not Applicable,20,Passenger,FALSE
113044949,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,July 30 2021,Registration at time of Transfer,2021,No,20,Passenger,FALSE
113044949,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,June 06 2022,Registration Renewal,2022,No,20,Passenger,FALSE
203605839,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,New,69100,May 24 2022,Original Title,2022,Not Applicable,0,Passenger,FALSE
203605839,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,New,0,May 24 2022,Original Registration,2022,No,0,Passenger,FALSE
345608021,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,May 26 2020,Registration Renewal,2020,No,16,Passenger,FALSE
345608021,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,22143,June 03 2020,Transfer Title,2020,Not Applicable,16,Passenger,FALSE
345608021,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,June 03 2020,Registration at time of Transfer,2020,No,16,Passenger,FALSE
345608021,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,April 06 2021,Registration Renewal,2021,No,16,Passenger,FALSE
186972292,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,58950,January 19 2022,Original Title,2022,Not Applicable,18,Passenger,FALSE
186972292,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,January 19 2022,Original Registration,2022,No,18,Passenger,FALSE
186972292,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,November 07 2022,Registration Renewal,2022,No,18,Passenger,FALSE
146836462,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,53238,April 13 2021,Original Title,2021,Not Applicable,18,Passenger,FALSE
146836462,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,April 13 2021,Original Registration,2021,No,18,Passenger,FALSE
146836462,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,March 03 2022,Registration Renewal,2022,No,18,Passenger,FALSE
281497695,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,March 26 2019,Original Registration,2019,No,16,Passenger,FALSE
281497695,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,February 06 2020,Registration Renewal,2020,No,16,Passenger,FALSE
281497695,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,February 08 2021,Registration Renewal,2021,No,16,Passenger,FALSE
281497695,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,January 28 2022,Registration Renewal,2022,No,16,Passenger,FALSE
156769462,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,59190,May 27 2021,Original Title,2021,Not Applicable,204,Passenger,TRUE
156769462,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,May 27 2021,Original Registration,2021,No,204,Passenger,TRUE
156769462,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,May 11 2022,Registration Renewal,2022,Yes,204,Passenger,TRUE
338226360,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,May 25 2021,Registration Renewal,2021,Yes,204,Passenger,TRUE
198905115,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,December 26 2017,Registration Renewal,2017,No,16,Passenger,FALSE
198905115,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,February 02 2019,Registration Renewal,2019,No,16,Passenger,FALSE
125949232,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,47495,October 03 2018,Original Title,2018,Not Applicable,16,Passenger,FALSE
125949232,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,October 03 2018,Original Registration,2018,No,16,Passenger,FALSE
125949232,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,September 03 2019,Registration Renewal,2019,No,16,Passenger,FALSE
125949232,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,September 11 2020,Registration Renewal,2020,No,16,Passenger,FALSE
125949232,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,February 14 2022,Registration Renewal,2022,No,16,Passenger,FALSE
125949232,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,August 24 2022,Registration Renewal,2022,No,16,Passenger,FALSE
138986130,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,June 02 2017,Registration Renewal,2017,No,16,Passenger,FALSE
138986130,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,May 02 2018,Registration Renewal,2018,No,16,Passenger,FALSE
138986130,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,July 02 2019,Registration Renewal,2019,No,16,Passenger,FALSE
138986130,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,July 11 2016,Original Registration,2016,No,16,Passenger,FALSE
138986130,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,July 11 2016,Original Title,2016,Not Applicable,16,Passenger,FALSE
102004759,Battery Electric Vehicle (BEV),AUDI,e-tron,New,69713,March 19 2020,Original Title,2020,Not Applicable,204,Passenger,TRUE
102004759,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,March 19 2020,Original Registration,2020,No,204,Passenger,TRUE
102004759,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,January 21 2021,Registration Renewal,2021,Yes,204,Passenger,TRUE
109826440,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,July 31 2019,Registration Renewal,2019,No,16,Passenger,FALSE
109826440,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,August 24 2020,Registration Renewal,2020,No,16,Passenger,FALSE
109826440,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,July 08 2021,Registration Renewal,2021,No,16,Passenger,FALSE
109826440,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,August 08 2022,Registration Renewal,2022,No,16,Passenger,FALSE
218839995,Battery Electric Vehicle (BEV),AUDI,e-tron,New,88605,October 27 2022,Original Title,2022,Not Applicable,0,Passenger,FALSE
218839995,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,October 27 2022,Original Registration,2022,No,0,Passenger,FALSE
478300826,Battery Electric Vehicle (BEV),AUDI,e-tron,New,80600,August 29 2019,Original Title,2019,Not Applicable,204,Passenger,TRUE
478300826,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,August 29 2019,Original Registration,2019,No,204,Passenger,TRUE
478300826,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,August 05 2020,Registration Renewal,2020,Yes,204,Passenger,TRUE
150943474,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,53284,April 14 2021,Original Title,2021,Not Applicable,18,Passenger,FALSE
150943474,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,New,0,April 14 2021,Original Registration,2021,No,18,Passenger,FALSE
150943474,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,March 10 2022,Registration Renewal,2022,No,18,Passenger,FALSE
107459957,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,June 13 2020,Original Registration,2020,No,16,Passenger,FALSE
107459957,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,June 05 2021,Registration Renewal,2021,No,16,Passenger,FALSE
107459957,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,19995,June 13 2020,Original Title,2020,Not Applicable,16,Passenger,FALSE
150293825,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,55952,September 12 2022,Transfer Title,2022,Not Applicable,18,Passenger,FALSE
150293825,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,Q5 e,Used,0,September 12 2022,Registration at time of Transfer,2022,No,18,Passenger,FALSE
203242623,Battery Electric Vehicle (BEV),AUDI,e-tron,New,82340,October 29 2019,Original Title,2019,Not Applicable,204,Passenger,TRUE
203242623,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,October 29 2019,Original Registration,2019,No,204,Passenger,TRUE
203242623,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,September 14 2020,Registration Renewal,2020,Yes,204,Passenger,TRUE
203242623,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,August 30 2021,Registration Renewal,2021,Yes,204,Passenger,TRUE
475480953,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,November 06 2018,Original Registration,2018,No,16,Passenger,FALSE
475480953,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,September 23 2019,Registration Renewal,2019,No,16,Passenger,FALSE
475480953,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,September 21 2020,Registration Renewal,2020,No,16,Passenger,FALSE
148580932,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,New,0,April 14 2021,Original Registration,2021,No,218,Passenger,TRUE
148580932,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,Used,0,March 08 2022,Registration Renewal,2022,Yes,218,Passenger,TRUE
148580932,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,New,68268,April 14 2021,Original Title,2021,Not Applicable,218,Passenger,TRUE
328967838,Battery Electric Vehicle (BEV),AUDI,e-tron,New,61101,November 05 2019,Original Title,2019,Not Applicable,204,Passenger,TRUE
328967838,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,November 05 2019,Original Registration,2019,No,204,Passenger,TRUE
328967838,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,November 13 2020,Registration Renewal,2020,Yes,204,Passenger,TRUE
156488076,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,29995,January 07 2019,Transfer Title,2019,Not Applicable,16,Passenger,FALSE
156488076,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,January 07 2019,Registration at time of Transfer,2019,No,16,Passenger,FALSE
156488076,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,December 31 2019,Registration Renewal,2019,No,16,Passenger,FALSE
156488076,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,December 24 2020,Registration Renewal,2020,No,16,Passenger,FALSE
156488076,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,December 13 2021,Registration Renewal,2021,No,16,Passenger,FALSE
156488076,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,November 23 2022,Registration Renewal,2022,No,16,Passenger,FALSE
348539341,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,May 21 2021,Registration at time of Transfer,2021,No,16,Passenger,FALSE
237716496,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,October 23 2020,Registration Renewal,2020,No,16,Passenger,FALSE
213727440,Battery Electric Vehicle (BEV),AUDI,e-tron,New,74895,September 13 2022,Original Title,2022,Not Applicable,0,Passenger,FALSE
213727440,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,September 13 2022,Original Registration,2022,No,0,Passenger,FALSE
293273998,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,January 03 2020,Transfer Title,2020,Not Applicable,16,Passenger,FALSE
293273998,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,29999,February 20 2019,Transfer Title,2019,Not Applicable,16,Passenger,FALSE
293273998,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,January 03 2020,Registration at time of Transfer,2020,No,16,Passenger,FALSE
238822419,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,December 06 2016,Original Registration,2016,No,16,Passenger,FALSE
238822419,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,New,0,December 06 2016,Original Title,2016,Not Applicable,16,Passenger,FALSE
109836758,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,21480,June 26 2020,Original Title,2020,Not Applicable,16,Passenger,FALSE
109836758,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,June 26 2020,Original Registration,2020,No,16,Passenger,FALSE
109836758,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,September 21 2021,Registration Renewal,2021,No,16,Passenger,FALSE
109836758,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,May 26 2022,Registration Renewal,2022,No,16,Passenger,FALSE
152492399,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,New,90150,June 24 2021,Original Title,2021,Not Applicable,0,Passenger,FALSE
152492399,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,New,0,June 24 2021,Original Registration,2021,No,0,Passenger,FALSE
152492399,Battery Electric Vehicle (BEV),AUDI,e-tron Sportback,Used,0,May 17 2022,Registration Renewal,2022,Yes,0,Passenger,FALSE
251519243,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,46108,May 11 2022,Transfer Title,2022,Not Applicable,204,Passenger,TRUE
251519243,Battery Electric Vehicle (BEV),AUDI,e-tron,New,83790,August 27 2019,Original Title,2019,Not Applicable,204,Passenger,TRUE
251519243,Battery Electric Vehicle (BEV),AUDI,e-tron,New,0,August 27 2019,Original Registration,2019,No,204,Passenger,TRUE
251519243,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,August 10 2020,Registration Renewal,2020,Yes,204,Passenger,TRUE
251519243,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,July 10 2021,Registration Renewal,2021,Yes,204,Passenger,TRUE
251519243,Battery Electric Vehicle (BEV),AUDI,e-tron,Used,0,May 11 2022,Registration at time of Transfer,2022,Yes,204,Passenger,TRUE
213273168,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,24899,September 11 2019,Transfer Title,2019,Not Applicable,16,Passenger,FALSE
213273168,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,September 11 2019,Registration at time of Transfer,2019,No,16,Passenger,FALSE
213273168,Plug-in Hybrid Electric Vehicle (PHEV),AUDI,A3,Used,0,September 22 2020,Registration Renewal,2020,No,16,Passenger,FALSE
